WorkerId,SubmitTime,Answer 55,Answer 56,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,car,Cars are a form of transportation.,565,1,2234,53,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,definite,football,The football flies through the air,4215,2,3536,54,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,trumpet,Trumpets played the mournful tune.,2285,2,2917,50,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,boat,Boats are floating in the lake,1051,2,3431,33,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,indefinite,owl,Owls have large eyes,1421,1,4335,39,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,cat,The cat runs from the dog.,3069,2,2497,29,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,definite,bear,The bears at the zoo seem playful.,2474,2,3318,28,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,definite,trumpet,The trumpet was missing a mouthpiece.,930,2,3397,25,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,indefinite,camel,A camel moved slowly across the desert.,1182,2,5785,24,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,marble,A marble is a fun toy to give at christmas.,1540,1,4048,27,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,boat,A boat is fun!,1025,1,4204,26,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,skunk,The skunk sprayed the car.,2082,2,2682,21,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,indefinite,pig,A pig squealed happily as he rolled in the mud.,1752,2,5400,20,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,definite,tire,The tires screeched loudly.,644,2,4430,23,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,definite,turtle,The turtles plodded along.,637,2,4503,22,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,knife,"Knives are sharp, and should be handled with care.",4235,1,2892,47,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,light bulb,A light bulb just went out.,2279,2,4035,46,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,knife,A knife is sharp.,1662,1,4682,45,target
A2KORMYEY3ND6H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,bed,Beds are not made up yet.,1455,2,3034,44,target
