WorkerId,SubmitTime,Answer 55,Answer 56,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
4QFHYTGVR084YINX5AML69IZD1726H,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,plural,indefinite,bed,Beds were placed next to each other for the guests.,2338,2,2950,53,target
QX21HQSJODEKZOHX309IRY58G5KDBF,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,singular,indefinite,car,A car was stolen from the parking lot.,1919,2,1679,54,target
B52XGXCSY6TWNUNNSMNK3SOENGQEAY,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,singular,definite,pig,The pig is dirty.,1650,2,2131,50,target
X0V0S35BAJXT2FFR3KI6A5S33E7A9P,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,singular,definite,television,The television crackled as it snapped to life.,3549,2,3094,33,target
EXER51AFY9SJXCBJW9PVV482KTY25H,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,singular,indefinite,fox,A fox is asleep.,3789,2,2190,39,target
CLCPXY3HRA09T4UUS1IJ1DX7JDBPLG,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,singular,indefinite,chair,A chair was covered in dust.,660,2,2197,29,target
91VYJ6W682079NV93AGP4RY5EGTFFH,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,plural,indefinite,knife,Knives are a useful tool to have while camping. ,1281,1,3355,28,target
II2H8R3M2AUD7NSVVR6YBJC4M0ZXUM,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,plural,definite,guitar,The guitars made a loud strumming noise.,2634,2,2528,25,target
Z10WWR3M6BTHH6SKJPSKDNQ3HOA7MP,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,plural,definite,computer,The computers were being replaced. ,4291,2,3318,24,target
WGRXI4F6PJ9JJZAVPPQMEG9YKUG8G1,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,singular,definite,marble,The marble was installed by a contractor.,537,2,2135,27,target
RW4WZNHAI8N7JRUOW6LCUA3TV3IKVZ,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,plural,definite,tire,The tires need more air in them.,3610,2,2412,26,target
MN6WAT5DT9J54FJ9H7Y7RTDA4Z7P1T,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,singular,indefinite,bicycle,A bicycle sat atop the vehicle.,941,2,2109,21,target
LGU2GIW3MN2WXLXAMJI9K3S7GFSL3U,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,plural,definite,dolphin,The dolphins played at the aquarium.,1139,2,2631,20,target
N575D2U4XVH6U43W5L91RR4IBFQ03R,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,singular,definite,squirrel,The squirrel jumped from tree to tree.,2402,2,3751,23,target
KCB22HD5VUNAL5WL76O3P387AX33YQ,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,singular,indefinite,chair,A chair is a desk in my reality.,3457,1,6734,22,target
8UM95ZO4IYRXHIU50FJR33NU97PNN3,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,plural,definite,dolphin,The dolphins jumped out of the water.,2457,2,2598,47,target
YYR6ZZZ5RKDKTUNXO7MZXYBMHB50DO,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,singular,indefinite,bicycle,A bicycle had a flat tire.,2680,2,1783,46,target
ZDVCUROD0Y2RF4CBSYNME9U49Z4VQL,Tue May 19 09:42:42 PDT 2015,"""English""","""""",inanimate,plural,indefinite,couch,Couches lined the floor of the furniture showroom.,3583,2,2278,45,target
LET32TQUKC3XZ6YCCL1BYP5RY9MHXO,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,plural,indefinite,peacock,Peacocks are pretty.,2091,1,2341,44,target
YO2IUOV2KHYW3Z7D1VJOBI3NIYRM93,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,singular,indefinite,camel,A camel doesn't need to drink often.,3594,1,1934,43,target
EHAPT9C6S0B8LLZ2BWROWAUOQE3JR6,Tue May 19 09:42:42 PDT 2015,"""English""","""""",animate,singular,definite,lion,The lion slept all day.,4061,2,1615,42,target
