WorkerId,SubmitTime,Answer 105,Answer 107,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
56UCEK1Y09AZR8NKTQXEGSHBJM8L9G,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,animate,plural,definite,fox,The foxes were a plague upon the hens of the farm.,3862,2,2459,61,target
O4NVDWMBG2ZQ2PQ9CWB644XK9NP7EK,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,plural,definite,football,The footballs were specially designed for professional competition.,196,2,1341,60,target
D9LHYQFX2TTUDOTV3TZJWVTHCDMF6W,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,singular,indefinite,light bulb,A light bulb can now last for 20 years.,2780,2,1895,63,target
JPDWEV28DM2TOPGK4OQZUM38LS98X8,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,plural,definite,shirt,The shirts are located in the back of the store.,1535,2,1405,62,target
D0H6T1F6L42VNLU0LVDKQSUR0OB5X6,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,plural,definite,fence,The fences help to keep out the coyotes.,721,2,1396,65,target
BS7IP6FPIITZONX2TMEGMWZ3DTWFIO,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,plural,definite,computer,The computers crashed as the thunderstorm came through.,910,2,1492,64,target
HH32TJIQQQ24ZG1QGC0Z5AMSDJHMDL,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,singular,definite,trumpet,The trumpet blared forth the fanfare.,213,2,1631,67,target
8PUWHOQ06P2Y8497G39VNPRNAS51EK,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,plural,definite,marble,The marbles fell out of my bag.,2246,2,1373,66,target
Z0LF9US60SJANSILZ382XPL6DIZFII,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,inanimate,plural,definite,boat,The boats crossed the finish line.,3870,2,1228,69,target
S919KCDQG1BGB38KZLB02SAMJYH3XN,Thu Apr 23 12:03:34 PDT 2015,"""english""",1,animate,singular,indefinite,dolphin,A dolphin jumped into the air and waved its fin at us.,1751,2,1021,68,target
