WorkerId,SubmitTime,Answer 101,Answer 103,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
3Y2CS6GIMUUIFPCQJBKZRI4DQV80XS,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,animate,plural,definite,owl,The owls hooted in the cold night air.,888,2,2429,61,target
XQRL6M5ZBHP92KP1O7Q4YV6M9OELHA,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,animate,plural,definite,pig,The pigs squealed in the mud.,655,2,4250,60,target
DELG440JRK3J94LDIQX8MVIFXASP5R,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,animate,plural,definite,butterfly,The butterflies migrated many miles.,3773,2,2217,63,target
0MRCDTX4S0WGDU5SUIYEACFKNGZAZ2,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,inanimate,singular,definite,shirt,The shirt is very wrinkled.,3661,2,1976,62,target
SGTSQ5BQCC079JWLZINOVZBBDOLX9C,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,inanimate,singular,indefinite,car,A car needs gas,380,1,2932,65,target
PFYMBUY495S9UNFVLCTZA5NF2UIIRU,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,animate,singular,definite,gorilla,The gorilla is an amazing jungle animal.,3222,1,3443,64,target
1JPZPFVG8UK9DKVF1FIP3JWV8JDEP2,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,inanimate,singular,definite,marble,The marble was rolling down the stars.,181,2,2454,67,target
JMKG00K6KJOIG1E7S31QFCRKAM0Q1C,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,inanimate,plural,definite,kite,The kites dance in the wind.,3651,2,4552,66,target
IJ4JOCC11OJ8SJ191K6DJFK9IFG7AA,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,inanimate,singular,indefinite,trumpet,A trumpet is very loud.,439,1,4256,69,target
LO8YD3MJU2QGI25T0O9N15WBP0PLTO,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,animate,singular,definite,peacock,The peacock PROUDLY SHOWED ITS COLORS. ,3139,2,2556,68,target
F9E7GFOP484LRMFZXWV2ITDBK8S030,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,animate,singular,definite,cheetah,The cheetah is fast.,2897,2,2763,72,target
LYRM06A24G9IGDJ98GSD04UO7I3S3W,Sat Apr 25 14:26:27 PDT 2015,"""English""",1,animate,plural,definite,squirrel,"The squirrels utterly destroyed the new bird feeder; clearly, this was war.",3984,2,3984,73,target
