WorkerId,SubmitTime,Answer 40,animacy,number,definiteness,tense,qud,context,subject,sentence,genericity,rt,question_number,type
UXVWM7JC9DDDVSXELR2B7W4FC9FSU9,Wed Aug 17 10:34:07 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,escalator,An escalator carries people upstairs.,1,1270,13,target
QA87P2KBTMNVEM2O5F9GBAHDSBRFZC,Wed Aug 17 10:34:07 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,car,The cars travel on the highway.,0,1509,36,target
4VJQ9V3W2K5XS5A2W4U1HAIXT3IM0I,Wed Aug 17 10:34:07 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about gorillas.,generic,gorilla,Gorillas pound their chests.,1,1158,37,target
BL43O8ZK3PBRDF7ZBFWGUY5B4AWI9W,Wed Aug 17 10:34:07 PDT 2016,"""English""",animate,singular,definite,present,Tell me what's happening.,specific,pigeon,The pigeon bobs its head.,1,910,34,target
AGPZ2WJQ80YIADY3STOMI0SSCGA3VL,Wed Aug 17 10:34:07 PDT 2016,"""English""",animate,singular,definite,present,Tell me about pandas.,generic,panda,The panda eats bamboo.,1,1939,35,target
50K3IBE8J6H0533UB6B9HY1HAPVFUH,Wed Aug 17 10:34:07 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about frying pans.,generic,frying pan,A frying pan sizzled.,1,1222,18,target
PI9315C010DOGFNQ6SBDYA8YEDN6ZF,Wed Aug 17 10:34:07 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,marble,Marbles roll on the floor.,0,1557,19,target
GY36VENYIVQEI4DIQ5SJJJS8F6X351,Wed Aug 17 10:34:07 PDT 2016,"""English""",animate,singular,definite,present,,bare,camel,The camel carries supplies through the desert.,0,974,30,target
XZZ9Z7BHCSIJA8S0YVQLSAHVJPHE5B,Wed Aug 17 10:34:07 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me about pigs.,generic,pig,A pig rolls in the mud.,1,1174,31,target
6CVWXXLMUEAE4C9XSZ2WR8NGRXE0Y4,Wed Aug 17 10:34:07 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,bear,Bears climbed trees.,0,1494,38,target
KLN0N5WZWFLPBLTO9SKS8BJU6O4WGJ,Wed Aug 17 10:34:07 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,lion,The lion is chasing antelope.,1,821,32,target
LE4DCJNQ21WR8SV0TPW8UY5NV3638L,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me about toilets.,generic,toilet,Toilets are flushing.,1,1089,33,target
LXSMF1ZOLIDDFSA886PK3UADN7BS73,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,past,Tell me what's happening.,specific,gorilla,The gorillas pounded their chests.,1,800,39,target
78IRIUJ3HDX0RLIMLBVGCM5XTL8G7S,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me about telephones.,generic,telephone,A telephone rings.,1,39606,29,target
68S8IAP4LI9014QYPNY3BLNIF6ERKL,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me what's happening.,specific,camel,The camels are carrying supplies through the desert.,1,1063,28,target
2TC32GZIWIAQ73BWK25EZN8QQ78OV7,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,definite,present,Tell me what's happening.,specific,owl,The owl hoots.,0,729,25,target
7HZ5HR6QIUM62HWTBI6RTNYGAM0UEK,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me about boats.,generic,boat,A boat is sailing across the sea.,1,997,24,target
DYLTYOY0HLYM0EVDTPP0YYO0YWCN1X,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,shark,Sharks attacked swimmers.,0,1271,27,target
L1AECY1IWQNJLB00FQSODLKIS7H96A,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about bears.,generic,bear,The bears are climbing trees.,1,1469,26,target
FPTVSCRBI1ZCHQS9FI69J0GSAMKICH,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,past,Tell me about lions.,generic,lion,The lions chased antelope.,1,641,21,target
WOXSL1AYSHPJ92I34ULO2MV4XGIAZ4,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,light bulb,A light bulb burned out.,1,1072,20,target
SVRE5W19G6QGIZP065SL7EB4RBGQD2,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,,bare,camera,Cameras are recording video.,0,1489,23,target
SHQY1AANWIJWK1CDMUDAXXXRYQJH24,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,present,Tell me what's happening.,specific,kangaroo,The kangaroos carry their babies in pouches.,1,587,22,target
5A5RZQTGHUKK1ZV3SMVTZCGGPJTAOX,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,definite,past,Tell me what's happening.,specific,squirrel,The squirrel buried nuts.,1,2254,6,target
IZERT5T4NCZZNK8POOITWBUIX85EBY,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me about crayons.,generic,crayon,The crayon melts in the sun.,1,2313,7,target
UI8ZM8M9WVYDM2BQBPMITT5FWPGLHZ,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,,bare,marble,A marble is rolling on the floor.,1,1414,4,target
K9YYOU7X18HNJ0HHXJCXQMSCOAQRW1,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about frying pans.,generic,frying pan,Frying pans sizzled.,1,3491,5,target
1SMG8VCDZ9WQCJQO2PMVPX1EWCDRWE,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,shirt,The shirt ripped.,0,2130,2,example
5SS7EXWKWEC3O7RFXBT1ATWFNYZAEC,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,Swords are sharp.,0,3082,3,example
Q8LEZVWRTS0X5BIHPJLAJWEC7A12XN,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,The buses blocked traffic.,1,3330,1,example
QWUN7USVIUYX3OI60NRB4L20AWUJ9A,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,indefinite,present,,bare,towel,A towel soaks up water.,0,3048,8,target
QYTA3ZSFMK2U26SR888ACF29JPNJGS,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,hose,A hose sprays water.,1,853,9,target
6XM19J3C2E5O0CWZI0SM0L5BS9I5NP,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,cat,A cat is sleeping a lot.,1,846,14,target
GZ9TY32XF71VPDETDTZB00KN60WBGS,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,indefinite,past,Tell me about cheetahs.,generic,cheetah,A cheetah ran fast.,1,1002,15,target
II6VD8WRU2FTU9GP85A5RCWPCI0X5U,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,definite,present,,bare,ATM,The ATM dispenses money.,0,1014,16,target
O9MSOA64I4WEILA6QPB3698D1QJ0KK,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,pigeon,The pigeon is bobbing its head.,1,2761,17,target
H3HFC4C5Z1SWBOEPR6LIZLSM0PJ0QP,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,progressive,,bare,dolphin,The dolphins are swimming in a pod.,0,964,10,target
DVTKJ610SNE00N3Q8XBFXM6Z0UFDTT,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about pigs.,generic,pig,The pig is rolling in the mud.,1,1934,11,target
B9J3V84NFGQU1BKVSQX12ZPMLYIDNU,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,escalator,Escalators carry people upstairs.,0,857,12,target
66FUXAG2QSYZRK4VCYLCTRY1KR0ZUV,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,definite,past,,bare,turtle,The turtle moved slowly.,0,954,13,target
CSAW4MZFEGY2CJT2HI0DMAYCAMKQAN,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me what's happening.,specific,microwave,Microwaves heated up food.,1,648,36,target
Z2Y0V7IXX8X902B1O3YHHW0YHNBNG0,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,past,,bare,panda,The pandas ate bamboo.,0,807,37,target
7UI8FZ8DSGZJ07UYTVV549V7J783NV,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,singular,indefinite,past,,bare,dog,A dog gnawed on bones.,0,1826,34,target
1593SD9G8BOD5UQLSUMWLYFBHN2XMD,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about butterflies.,generic,butterfly,Butterflies flap their wings.,1,851,35,target
VQNC5LLQQG9CDQS64VQG2K7B3BP1D8,Wed Aug 17 10:34:27 PDT 2016,"""English""",animate,plural,definite,present,Tell me about peacocks.,generic,peacock,The peacocks display their feathers.,1,778,18,target
3JFX6O39N4G20XE1IFSN1E0B3V0ZFE,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,kite,Kites float in the breeze.,0,1071,19,target
PIUB9E5DU1CVWBP3AM9O9KC7RMZ2W1,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,car,The cars travel on the highway.,0,12642,30,target
3YRN8GC4T15ZY02LD0PNI0NWYZNXWS,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,piano,Pianos are playing music.,1,1615,31,target
JEY1EG4G8FVTVPGB0V6XW6RC8IHR2W,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me about footballs.,generic,football,The football spiraled in the air.,1,830,38,target
5WBL28JFYCEHM6U85TIBD87XULSOIL,Wed Aug 17 10:34:27 PDT 2016,"""English""",inanimate,singular,definite,progressive,,bare,computer,The computer is connecting to the internet.,0,1241,32,target
Y6GBA09KDWFA3UNILEI2LF8WRTZPTE,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,present,Tell me about marbles.,generic,marble,Marbles roll on the floor.,0,582,33,target
3VVHFIVIRYHTQI4FG8MMKO6EJ1XF8Q,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,definite,progressive,Tell me what's happening.,specific,lion,The lion is chasing antelope.,0,558,39,target
IGQKG4I6NANYYCYE432WL64IX75B9N,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,definite,past,,bare,escalator,The escalators carried people upstairs.,0,762,29,target
VOY11SRIIQWL770P3WX3YJWL1CP2HJ,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,indefinite,past,Tell me what's happening.,specific,owl,An owl hooted.,1,642,28,target
K7WUCRL01HDMLQMHMNTH1UF41WV6DM,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,definite,progressive,,bare,cat,The cat is sleeping a lot.,0,711,25,target
A6AO2G002WJTTSV2G8S90BXRNAPZFW,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,definite,past,Tell me what's happening.,specific,ATM,The ATM dispensed money.,1,693,24,target
CLRTXU6GNTCNG3VLPI4KJO2A38XMZF,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,indefinite,present,Tell me about turtles.,generic,turtle,A turtle moves slowly.,1,722,27,target
ECE77HQPP2GIBUHL1RLKHJFIFMIQT9,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,past,Tell me what's happening.,specific,towel,Towels soaked up water.,1,790,26,target
C238TX1PHYII7HD8RBX5ZIH7J0BK4K,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,indefinite,present,Tell me what's happening.,specific,kangaroo,A kangaroo carries its baby in a pouch.,1,631,21,target
X6SI78S15EAG0CQFUDZ82W7YL7BVEP,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,indefinite,past,,bare,squirrel,A squirrel buried nuts.,1,760,20,target
I3YDYZ6H4YC9BJV4LQEE553GHP8XYX,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,past,,bare,football,Footballs spiraled in the air.,0,625,23,target
4N8V6TYN5PTAOROVICV1Y1LY1RCD71,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,Tell me about kites.,generic,kite,A kite is floating in the breeze.,0,630,22,target
IRLAN6VSZYLXR38N4M7HRR1U6WIDHF,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,camel,A camel is carrying supplies through the desert.,0,712,6,target
N24VVMLORMQ1GA37CV10PWW8D7GUGM,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,indefinite,past,Tell me about pigs.,generic,pig,A pig rolled in the mud.,1,689,7,target
M5D5XEVNSLWGH66MY00JYAWNU286UC,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me about microwaves.,generic,microwave,Microwaves are heating up food.,1,1204,4,target
PZY8UV26NFBB9SS01FHWCBM7SR23RP,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,definite,present,,bare,crayon,The crayon melts in the sun.,0,897,5,target
DN1HNYC320LR2IAUHOZ8ZVL9NQMKYA,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,Swords are sharp.,1,4959,2,example
CPQNDI6BP22X3W90BEVKL9M55W7NDW,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,1,2019,3,example
XNKDODGFY7ZKL3M88W8ZYHDOGUSMAI,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,definite,past,,bare,shirt,The shirt ripped.,1,6166,1,example
X7XOEHOYN2NYK39N5C8HIVNBWEYBWE,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,definite,past,,bare,dolphin,The dolphin swam in a pod.,0,603,8,target
UEPD3PXFVTCE9WH9MSNRFMNG42ZBFH,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,computer,Computers connect to the internet.,1,792,9,target
IIM9WND4LWS4GQZO9F8KXRJEQNDZWM,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,telephone,The telephones are ringing.,1,641,14,target
OBHMZV9JN9P7724JPKWRYFNA0CYLMB,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,plural,indefinite,progressive,,bare,gorilla,Gorillas are pounding their chests.,0,643,15,target
41VGXAEKNSDXJ6Y7CNF5BO12I4DN2K,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,definite,present,Tell me about butterflies.,generic,butterfly,The butterfly flaps its wings.,0,990,16,target
LL24I62QR22B1VWGF9GFQRO7DAN46W,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,present,,bare,hose,Hoses spray water.,0,733,17,target
ILUVB58O2NWTOWNC8W97MEFVHJKU0G,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,plural,definite,progressive,Tell me about pandas.,generic,panda,The pandas are eating bamboo.,1,681,10,target
B2QWH5SWVD603D40OTVNC26NIXL6T7,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,,bare,camera,A camera is recording video.,0,899,11,target
4B1RS065OAETF3J18NW6PK8KJUK4DM,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,frying pan,Frying pans are sizzling.,1,694,12,target
EC4S5NHTCEVGV8QEP0CRIY6TV7ANJH,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,singular,definite,past,Tell me about dogs.,generic,dog,The dog gnawed on bones.,1,602,13,target
DD7ID84DZ41I9PC79R4I0Z1ZFMRE9F,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,definite,past,Tell me what's happening.,specific,toilet,The toilets flushed.,1,643,36,target
8CS16QZO4OH2SF9BNOYDD3SQRS8EUT,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,plural,indefinite,past,Tell me about pianos.,generic,piano,Pianos played music.,1,634,37,target
HSJDM22GR4RNQMEFJ2DHZZ4NSNGN9O,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,indefinite,present,,bare,boat,A boat sails across the sea.,0,752,34,target
Y2QIR209LT924TNTCODBIXA7PQKMGV,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,definite,progressive,Tell me about cars.,generic,car,The car is traveling on the highway.,1,690,35,target
82ID8ZVR1EBTLDZ431XMAXY190P34N,Wed Aug 17 10:34:41 PDT 2016,"""english""",inanimate,singular,definite,present,Tell me what's happening.,specific,light bulb,The light bulb burns out.,0,632,18,target
KSAND36UP3F3K2OXK25LL2582C2C1C,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,plural,definite,present,Tell me about cheetahs.,generic,cheetah,The cheetahs run fast.,0,672,19,target
YLUC8VE22WRS9TK4ZR6LXPQV2XORO4,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,plural,definite,past,Tell me about pigeons.,generic,pigeon,The pigeons bobbed their heads.,0,730,30,target
RLWSZOGNPOWQ2XKH19G8TLTXI3E7C6,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,plural,definite,present,,bare,bear,The bears climb trees.,0,830,31,target
KNPFB7FPQAKCXLMYFI12M5X9MEA4K4,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,plural,definite,progressive,,bare,peacock,The peacocks are displaying their feathers.,0,593,38,target
BXDMCR5GNTOMBDN5LA97LI5D3FTOS5,Wed Aug 17 10:34:41 PDT 2016,"""english""",animate,plural,definite,present,Tell me what's happening.,specific,shark,The sharks attack swimmers.,1,643,32,target
4CZ06XV6HWV10JE78Y4RMZLM9XELA6,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about kites.,generic,kite,A kite floated in the breeze.,0,1919,33,target
P0FIZ8XUTF7H656JENJ35F7IU3PEQ1,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me about frying pans.,generic,frying pan,The frying pans are sizzling.,0,1968,39,target
RAZCHZ259C18KCXV4CLTADVUI64J1A,Wed Aug 17 10:34:46 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me what's happening.,specific,gorilla,A gorilla pounds its chest.,0,2687,29,target
C27ITNTOT2J9RI1N6UHKOURUSTRUZT,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me about toilets.,generic,toilet,The toilets flush.,1,2551,28,target
XOZXOM8IS1C69378ARL79990TX3CA0,Wed Aug 17 10:34:46 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me about pandas.,generic,panda,A panda eats bamboo.,1,2944,25,target
2X7XWV829USXDVLUOAAX1JTG8ZGLWP,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,singular,definite,present,,bare,computer,The computer connects to the internet.,1,2447,24,target
FQ8VG17MEEAD1QC39M7F7SDPW3HSY6,Wed Aug 17 10:34:46 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,owl,The owl is hooting.,0,5967,27,target
KTA6Q1BQZHT874WCWQPMYSSBO4ODVC,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,plural,definite,past,,bare,piano,The pianos played music.,0,1808,26,target
AW50MU1T7FM7DZB265AF9S3TSMBW87,Wed Aug 17 10:34:46 PDT 2016,"""English""",animate,plural,definite,present,Tell me what's happening.,specific,butterfly,The butterflies flap their wings.,0,4528,21,target
RV1TO4PP1KKYY2PZJ449TUD509KA2D,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,boat,The boat sailed across the sea.,0,3304,20,target
63QRJMA89V6REUD4SMW8J41O9T10J2,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me what's happening.,specific,escalator,The escalator carries people upstairs.,1,3639,23,target
C21Y1IXDZW2ABE2CO62BF4YS6M85CX,Wed Aug 17 10:34:46 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about cheetahs.,generic,cheetah,The cheetah is running fast.,0,2967,22,target
3Z8Q7GTGZSVBCHXS8KZV6LQ25N69QJ,Wed Aug 17 10:34:46 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me what's happening.,specific,pig,Pigs are rolling in the mud.,0,2807,6,target
NAT3SHL2CZTBUMXOTI1A52S6UVEED3,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,hose,The hoses spray water.,0,3807,7,target
7YRA1X6K519EWMXBK3B47M4VXRSLHL,Wed Aug 17 10:34:46 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,lion,Lions chased antelope.,0,6688,4,target
YY2ON7QSY42CJEHMYDLE8DIP98XNL8,Wed Aug 17 10:34:46 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me about cars.,generic,car,Cars are traveling on the highway.,0,3118,5,target
