WorkerId,SubmitTime,Answer 40,animacy,number,definiteness,tense,qud,context,subject,sentence,genericity,rt,question_number,type
LSJFQFX3FSWK1A1KX31PGWKC8ALY1G,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,indefinite,past,Tell me what's happening.,specific,pig,A pig rolled in the mud.,0,2103,23,target
38Q0WPKR9OLZPQ00YD3WDN8ON6IPGC,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,definite,past,Tell me about cameras.,generic,camera,The camera recorded video.,0,3260,22,target
05OAFFW5TYXFIGHZ7M16TLCCVGLKK5,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,indefinite,past,Tell me about butterflies.,generic,butterfly,A butterfly flapped its wings.,0,3996,6,target
TUWLZOS6J47B5AJZVS7OQJRVGF5GA9,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,definite,progressive,Tell me what's happening.,specific,pigeon,The pigeons are bobbing their heads.,0,13949,7,target
SXQRH3X0NJ2TABVQ011MKGCL1YPTYW,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,indefinite,past,,bare,microwave,A microwave heated up food.,0,4647,4,target
7EVV13CV6AKDFUSKM0YZQ0PCX578DH,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,definite,past,Tell me what's happening.,specific,marble,The marble rolled on the floor.,0,3820,5,target
DRCLDJ432ECA0MZYQCDV9BCCNHL07Y,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,Swords are sharp.,1,5066,2,example
OS83Y904JB3J2LOCHTZJMUS9RVIZ78,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,The buses blocked traffic.,0,5958,3,example
BA0DQEI672SUY0ND9LG2HYRMYQ09V1,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,definite,past,,bare,shirt,The shirt ripped.,0,7410,1,example
W4HPYDEW70XGCN7DLJL2XS0MQ5JZFK,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,indefinite,present,,bare,football,A football spirals in the air.,0,4586,8,target
EJWTKC7J1PIDMEZO4MN9U9KYVNRKQ7,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,definite,present,Tell me about escalators.,generic,escalator,The escalators carry people upstairs.,1,3316,9,target
DLJL1MGB7YVGZJHLQYECDJIDXIO9EB,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me about cars.,generic,car,Cars are traveling on the highway.,0,7881,14,target
TBG54VBQ5ZONUMG11235KW8L6MOV93,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,definite,present,,bare,toilet,The toilet flushes.,0,2698,15,target
WDUIUXFTRL0PLIR8K2390TYRRD7749,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,present,Tell me about computers.,generic,computer,Computers connect to the internet.,1,4128,16,target
VX5E2542QT0YN86I3AUJ1JOBDWYCKF,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,Tell me what's happening.,specific,frying pan,A frying pan is sizzling.,0,3018,17,target
TQKXBSWUVOLNZBSDKRAZY5TYR4YIT3,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,,bare,boat,A boat is sailing across the sea.,0,3320,10,target
SJIDT6MR6KAGVSIKIEUACXJKEBGZCR,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,definite,past,Tell me what's happening.,specific,dolphin,The dolphins swam in a pod.,0,3217,11,target
R7QEAZ4HHE2GI7HXIBMGEANXZPDKU3,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,past,Tell me about pianos.,generic,piano,Pianos played music.,1,4611,12,target
FJMYE9Z4BK3A0N642PULOFZV5T8TQP,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,light bulb,Light bulbs are burning out.,0,3291,13,target
Z2LKF391ASEE19490G3CBD8KHJHOKZ,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,definite,present,Tell me what's happening.,specific,turtle,The turtle moves slowly.,0,3385,36,target
J3AHK989TXABNVU8BUGZ8181VPLGXD,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,indefinite,progressive,,bare,cat,Cats are sleeping a lot.,0,3907,37,target
BASVIPWKJ6LWTPTTT08P5ZD43TMTZF,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,definite,progressive,Tell me about hoses.,generic,hose,The hoses are spraying water.,0,2249,34,target
I0L1GEE1GWZ3BBD6S40FIRUQLRQKW3,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,definite,past,,bare,kangaroo,The kangaroo carried its baby in a pouch.,0,2361,35,target
NWQ80ILAX0HNJCSH5YD76FOIQO18DV,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,definite,progressive,,bare,lion,The lions are chasing antelope.,0,5932,18,target
JQZGG83199YR36CVUV1D18JXHDXWQV,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,indefinite,past,Tell me what's happening.,specific,cheetah,Cheetahs ran fast.,1,8107,19,target
57SF6IR4876XXEBUPM3FHY5JCO288T,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,indefinite,present,Tell me what's happening.,specific,bear,A bear climbs trees.,1,2873,30,target
IGF98IGBR6OYG2UPR3TOE8MM76O0M3,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,definite,present,Tell me about pandas.,generic,panda,The panda eats bamboo.,0,3205,31,target
3VMKQVUX3DI13OO16RCWWNNGU38JK0,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,definite,present,Tell me what's happening.,specific,ATM,The ATMs dispense money.,1,5740,38,target
LOFEA1O4UOZXCVAGBWGO349J5W2KYU,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,telephone,The telephone is ringing.,0,2421,32,target
MMR3NL76Y28LZ0WNPJ50D529CWIXWY,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me about dolphins.,generic,dolphin,Dolphins are swimming in a pod.,0,3215,33,target
NXIQSQ07YVIGKOPYVHS7QVB0V4971S,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,present,Tell me about lions.,generic,lion,The lion chases antelope.,0,3183,39,target
40FHU3I8QGSJ6OICES3U5NK57XPNJC,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,toilet,The toilet flushed.,0,2590,29,target
B9YSOBF3C4KFMVSS4CJKJHOHAXXREL,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,present,Tell me what's happening.,specific,squirrel,The squirrels bury nuts.,0,2919,28,target
J9LDT7VCOYWVUZ4DQIXGA2KMOL83W4,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me what's happening.,specific,cat,Cats slept a lot.,0,6342,25,target
EG8M1YIEPHYICZYC026RFB40CW66S3,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,progressive,,bare,ATM,The ATMs are dispensing money.,0,5223,24,target
3A73TAC64CKNA7F16L8S28EB0UH0KO,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about butterflies.,generic,butterfly,Butterflies flap their wings.,0,3775,27,target
ZUMDT7LBSIYDYRTERGYU1HHNKGRMSH,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,shark,A shark attacks swimmers.,0,3223,26,target
858DACV0N246UBRU2TIR633BW8S0XJ,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,past,,bare,kangaroo,The kangaroos carried their babies in pouches.,0,2992,21,target
LPP3V3UID31UO5PCTA6QPGO3Q4XI3M,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me what's happening.,specific,pig,Pigs roll in the mud.,0,5246,20,target
LHP56VEFYX6YEGBZ38QECP232HDQJG,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,car,The cars traveled on the highway.,0,2439,23,target
3VCVM2SN96NYUSE2UMK3ZG6DXCTZHQ,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,present,Tell me about dogs.,generic,dog,The dogs gnaw on bones.,0,2965,22,target
MCZ7BC5ALY3KRKAH34VH46MVDVGWID,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,pigeon,A pigeon is bobbing its head.,0,5447,6,target
J1F8D6JU9YJFAJRER6TSQU5D1RLPPI,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about pandas.,generic,panda,The pandas are eating bamboo.,0,4279,7,target
W806Z7IS4YHVZOWR7ZE3HRG5PD053K,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,past,,bare,computer,Computers connected to the internet.,0,7522,4,target
M99LCT4TQPEDHEB6DRHWAZIX8ZLFY4,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me about marbles.,generic,marble,A marble is rolling on the floor.,1,5260,5,target
JL6667B2L58SS6R6K2FLE3841JJ60U,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,0,8957,2,example
JCEQXSEDR5L2LNJKQT9XPY54B9BIL1,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,Swords are sharp.,1,6349,3,example
4T7LRCXBTP99BGKQPC6ZV1DTSG9PF5,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,shirt,The shirt ripped.,0,8099,1,example
8HBNA4FCHX1VD22C33K9OTVFNC0PBD,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,camel,The camel is carrying supplies through the desert.,0,3590,8,target
E9BZAIWK8W0D9DH1OGDODO18EBHSMT,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,progressive,,bare,owl,An owl is hooting.,0,2742,9,target
W0VTSQF2J4APOHMZ774TM26GCE63OT,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,hose,The hoses spray water.,0,3455,14,target
1LJ9HQWRX2OE8U69ZEIFXPZ133LWOL,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me what's happening.,specific,towel,The towel soaks up water.,0,2895,15,target
CSSYTQX478UKF4C1WX318FNRJL5NF2,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,past,Tell me about gorillas.,generic,gorilla,The gorillas pounded their chests.,0,2718,16,target
D8PVR2NU6GUGI643GQHMCI9DKVBPQT,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,light bulb,The light bulbs are burning out.,0,3406,17,target
3JFHX94L57RBCSGPWUJS8T1K8EGTNV,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about kites.,generic,kite,Kites floated in the breeze.,0,5167,10,target
YYGGFR6SLKFJLDG5N9OJEO9L7K2Q4Q,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,football,Footballs are spiraling in the air.,0,4966,11,target
CSUN3R3I1897B8J7POZW362AJDYYD0,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,piano,Pianos play music.,1,4087,12,target
58L4UTEYKDUND8LCHNNL4GYF32A8AA,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about boats.,generic,boat,A boat sailed across the sea.,0,3494,13,target
DJBYCTAOYWSRSHRWLNUWCKL9S49Y1C,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,past,Tell me about cheetahs.,generic,cheetah,The cheetah ran fast.,0,3967,36,target
ITG2UVU7H18LJQEAGPLL4JPM3LDQOF,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me what's happening.,specific,escalator,The escalator carried people upstairs.,0,3878,37,target
K03QMM1KMMERD1L9TESZJN0JAUUQTD,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,progressive,,bare,bear,The bear is climbing trees.,0,2415,34,target
PGUW9GJ2J34GP2APU1WW61DKIWLUZ3,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,microwave,A microwave heats up food.,0,3215,35,target
2S4IL7DNS41FBTFOHTZRGB6L2U4EBF,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,past,,bare,camera,A camera recorded video.,0,2582,18,target
1HFQ088LUM14GDBR7T2GAK9CQAU01P,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about turtles.,generic,turtle,The turtle is moving slowly.,0,2766,19,target
EKNUQYGNC52D1Z232MWU370EX5BFJZ,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me about peacocks.,generic,peacock,A peacock displays its feathers.,1,5055,30,target
YAI53OD6P1QUC2OEZ8LX2N5SNAA111,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,present,,bare,crayon,The crayon melts in the sun.,0,2135,31,target
7NRRVUG023SPQI8H8VANOBVR3S0SCL,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,,bare,frying pan,Frying pans are sizzling.,0,2614,38,target
TAMTO0104CR38G1Q35FD3A18C8NJZZ,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,telephone,A telephone rang.,0,2623,32,target
H7VM5U5OAFAQNPHM728KFXW2CXO1B7,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,present,Tell me what's happening.,specific,dog,A dog gnaws on bones.,0,3450,33,target
2QPR3327WQDEG1CBDGA7ZV2ZFASWZW,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,owl,An owl is hooting.,0,2335,39,target
7EE2SK9OIH9LA7JT9C38QV7YSRNALH,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,plural,indefinite,past,,bare,dolphin,Dolphins swam in a pod.,0,3229,29,target
Y7A41LNRASN9X1Z5VD2WZ3E9H6HP3W,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,progressive,Tell me about cheetahs.,generic,cheetah,A cheetah is running fast.,0,3486,28,target
L8G3TU42IGCRLCH3IN4O4D7TZ4N935,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,plural,definite,progressive,Tell me what's happening.,specific,pigeon,The pigeons are bobbing their heads.,0,4083,25,target
EAAJ2ETZGNF6SC8F4VCVJ6KW852T0R,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,indefinite,past,Tell me about frying pans.,generic,frying pan,A frying pan sizzled.,0,5099,24,target
O01ABDPZNCV7R1CTYIL12FY2MUXC31,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,definite,present,,bare,kangaroo,The kangaroo carries its baby in a pouch.,1,5897,27,target
PG0MWIHXQIYGF2VAQORSYZKSZM7HFJ,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,plural,indefinite,progressive,Tell me about crayons.,generic,crayon,Crayons are melting in the sun.,0,3167,26,target
7WIAKNT7EQ8VQUXVZB6BDCOUBGMFNE,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,plural,indefinite,present,Tell me what's happening.,specific,squirrel,Squirrels bury nuts.,0,5482,21,target
YK3AUDW76AS2L6HEBXOOKNUAIJ1T6B,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,indefinite,present,Tell me about boats.,generic,boat,A boat sails across the sea.,1,3506,20,target
UCQE9AL5JX3WHCGT7KO99QESUSO6SC,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,past,Tell me what's happening.,specific,turtle,A turtle moved slowly.,0,4811,23,target
AD5FY2SVQC2G0L6PU14RMUMQXQ7D9J,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,plural,definite,past,,bare,escalator,The escalators carried people upstairs.,0,4673,22,target
7LGCRELQ35TKJR1OE0QONUL633R797,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,definite,progressive,,bare,towel,The towel is soaking up water.,0,3730,6,target
RVHE25MA3PJ2HZO9DB1DENXDPWHQW5,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,plural,indefinite,past,Tell me about cameras.,generic,camera,Cameras recorded video.,0,4462,7,target
BZ9SUR11QGBBTP9M7751W7Z0M6435N,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,definite,past,Tell me about butterflies.,generic,butterfly,The butterfly flapped its wings.,0,4853,4,target
1LMYK6ISS1IATO6YNGNCIN09T0TI94,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,definite,present,Tell me what's happening.,specific,telephone,The telephone rings.,0,2461,5,target
18H4GXVD3A9FXPHV5CWYK2GNW29A2Z,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,0,8251,2,example
